,block_number,Ave._Transaction_Size
939,15669643,318.28476821192055
940,15669644,327.9375
941,15669645,361.3415977961433
942,15669646,425.60645161290324
943,15669647,494.4
944,15669648,354.09254498714654
945,15669649,543.1337209302326
946,15669650,350.1773399014778
947,15669651,711.31843575419
948,15669652,623.425641025641
949,15669653,596.5615763546798
950,15669654,354.758389261745
951,15669655,513.260162601626
952,15669656,499.4761904761905
953,15669657,338.3914893617021
954,15669658,467.3051948051948
955,15669659,431.50892857142856
956,15669660,533.4224598930481
957,15669661,415.4834123222749
958,15669662,365.8333333333333
959,15669663,1189.4605263157894
960,15669664,436.52906976744185
961,15669665,313.26666666666665
962,15669666,380.68831168831167
963,15669667,430.6192660550459
964,15669668,371.42857142857144
965,15669669,288.9261083743842
966,15669670,430.8453038674033
967,15669671,385.9588477366255
968,15669672,578.4184782608696
969,15669673,448.54651162790697
970,15669674,304.11
971,15669675,355.8606557377049
972,15669676,569.2162162162163
973,15669677,612.8566666666667
974,15669678,557.7042253521126
975,15669679,415.3546511627907
976,15669680,564.4
977,15669681,262.46153846153845
978,15669682,304.5625
979,15669683,495.2450331125828
980,15669684,349.1666666666667
981,15669685,269.60165975103735
982,15669686,284.61233480176213
983,15669687,360.64528301886793
984,15669688,547.3636363636364
985,15669689,744.9928057553957
986,15669690,458.73410404624275
987,15669691,475.140350877193
988,15669692,316.6295081967213
989,15669693,571.0776699029126
990,15669694,825.4866310160428
991,15669695,454.23880597014926
992,15669696,475.57142857142856
993,15669697,309.97478991596637
994,15669698,468.3543689320388
995,15669699,550.930817610063
