,block_number,Ave._Transaction_Size
637,15669640,1393.1777777777777
638,15669641,343.5081967213115
639,15669642,402.5064516129032
640,15669643,318.28476821192055
641,15669644,327.9375
642,15669645,361.3415977961433
643,15669646,425.60645161290324
644,15669647,494.4
645,15669648,354.09254498714654
646,15669649,543.1337209302326
647,15669650,350.1773399014778
648,15669651,711.31843575419
649,15669652,623.425641025641
650,15669653,596.5615763546798
651,15669654,354.758389261745
652,15669655,513.260162601626
653,15669656,499.4761904761905
654,15669657,338.3914893617021
655,15669658,467.3051948051948
656,15669659,431.50892857142856
657,15669660,533.4224598930481
658,15669661,415.4834123222749
659,15669662,365.8333333333333
660,15669663,1189.4605263157894
661,15669664,436.52906976744185
662,15669665,313.26666666666665
663,15669666,380.68831168831167
664,15669667,430.6192660550459
665,15669668,371.42857142857144
666,15669669,288.9261083743842
667,15669670,430.8453038674033
668,15669671,385.9588477366255
669,15669672,578.4184782608696
670,15669673,448.54651162790697
671,15669674,304.11
672,15669675,355.8606557377049
673,15669676,569.2162162162163
674,15669677,612.8566666666667
675,15669678,557.7042253521126
676,15669679,415.3546511627907
677,15669680,564.4
678,15669681,262.46153846153845
679,15669682,304.5625
680,15669683,495.2450331125828
681,15669684,349.1666666666667
682,15669685,269.60165975103735
683,15669686,284.61233480176213
684,15669687,360.64528301886793
685,15669688,547.3636363636364
686,15669689,744.9928057553957
687,15669690,458.73410404624275
688,15669691,475.140350877193
689,15669692,316.6295081967213
690,15669693,571.0776699029126
691,15669694,825.4866310160428
692,15669695,454.23880597014926
693,15669696,475.57142857142856
694,15669697,309.97478991596637
695,15669698,468.3543689320388
696,15669699,550.930817610063
